lecturer_id,lecturer_name,faculty_code,faculty_name,scopus_author_id,latest_snapshot_month,publication_count_total,citation_count_total,h_index,publication_delta_month,citation_delta_month,api_status,notes
SCOPUS_55919236300,"HERY TOIBA, S.P., M.P., Ph.D.",FP,FP,55919236300,2026-03,48,514,13,0,8,IMPORTED,
SCOPUS_55927066100,"WENNY BEKTI SUNARHARUM, STP., M.Food.St., Ph.D.",FTP,FTP,55927066100,2026-03,47,761,8,1,17,IMPORTED,
SCOPUS_55934097100,"Prof. Dr. Ir. SUDARMINTO SETYO YUWONO, M.App.Sc.",FTP,FTP,55934097100,2026-03,42,257,9,1,7,IMPORTED,
SCOPUS_55935695900,"Prof. CAHYO PRAYOGO, S.P., M.P., Ph.D.",FP,FP,55935695900,2026-03,60,642,10,0,9,IMPORTED,
SCOPUS_55943377500,"Dr.Eng. PANCA MUDJIRAHARDJO, ST., MT.",FT,FT,55943377500,2026-03,37,150,7,0,3,IMPORTED,
SCOPUS_55953623000,"Prof. Dr.Eng. EKO SISWANTO, ST., MT.",FT,FT,55953623000,2026-03,127,2004,25,1,26,IMPORTED,
SCOPUS_55956368700,"Ir. ZAINUL ABIDIN, ST., M.Eng., MT., Ph.D.",FT,FT,55956368700,2026-03,40,175,7,0,2,IMPORTED,
SCOPUS_55963373000,"Dr. UMA KHUMAIROH, S.P., M.Sc.",FP,FP,55963373000,2026-03,11,140,6,0,2,IMPORTED,
SCOPUS_55969244800,"Prof. Dr. Ir. LUDJI PANTJA ASTUTI, M.S.",FP,,55969244800,2025-12,17,123,7,0,2,IMPORTED,
SCOPUS_55978761000,"CHOLISINA ANIK PERWITA, S.Si., M.Si.",FMIPA,FMIPA,55978761000,2026-03,6,21,3,0,0,IMPORTED,
SCOPUS_55979913300,"Prof. Dr. dr. KUSWORINI, M.Kes., Sp.PK(K).",FK,FK,55979913300,2026-03,123,810,16,0,17,IMPORTED,
SCOPUS_55986913800,"Dra. ARI ANDARI, M.Si.",FMIPA,FMIPA,55986913800,2026-03,5,18,2,0,0,IMPORTED,
SCOPUS_55991481500,"IDA YULIANTI, SE., MM., MBA., Ph.D.",FEB,FEB,55991481500,2026-03,2,92,2,0,0,IMPORTED,
SCOPUS_55991948600,"HENDI BOWOPUTRO, ST., MT.",FT,FT,55991948600,2026-03,8,27,4,0,0,IMPORTED,
SCOPUS_55994569900,"Dr. ANGGUN TRISNANTO HARI SUSILO, S.IP., M.IDEA.",FISIP,FISIP,55994569900,2026-03,2,68,2,0,0,IMPORTED,
SCOPUS_55995483800,"Prof. Dr. YUSUF WIBISONO, S.TP., M.Sc.",FTP,FTP,55995483800,2026-03,112,1484,19,1,13,IMPORTED,
SCOPUS_56002559000,"Dr. Dra. SITI RAGIL HANDAYANI, M.Si.",FIA,FIA,56002559000,2026-03,4,128,4,0,1,IMPORTED,
SCOPUS_56006496700,"Prof. Dr.rer.nat. Dra. TRI YUDANI MARDINING RARAS, M.App.Sc.",FK,FK,56006496700,2026-03,29,72,4,0,1,IMPORTED,
SCOPUS_56012259800,"Ir. ISMU RINI DWI ARI, MT., Ph.D.",FT,FT,56012259800,2026-03,26,116,5,1,5,IMPORTED,
SCOPUS_56012485100,"Dr. ISTIROYAH, S.Si., M.T.",FMIPA,FMIPA,56012485100,2026-03,36,84,5,1,2,IMPORTED,
SCOPUS_56012754400,"Ir. TJUK OERBANDONO, M.Sc.",FT,FT,56012754400,2026-03,5,14,2,0,1,IMPORTED,
SCOPUS_56013125000,"Dr. Ir. BAMBANG SISWOJO, M.T.",FT,FT,56013125000,2026-03,5,9,2,0,0,IMPORTED,
SCOPUS_56013995600,"Dr. AULIA PUSPITA ANUGRA YEKTI, S.Pt., M.P., M.Sc.",FAPET,FAPET,56013995600,2026-03,39,187,8,1,7,IMPORTED,
SCOPUS_56014288700,"MUHAMMAD AKHID SYIB`LI, S.P., M.P., Ph.D.",FP,FP,56014288700,2026-03,12,29,3,0,0,IMPORTED,
SCOPUS_56016000100,"Dr. MULIA WINIRSYA APRILIYANI, S.Pt., M.P.",FAPET,FAPET,56016000100,2026-03,10,38,4,0,1,IMPORTED,
SCOPUS_56025803300,"Prof. Dr. Ir. KEPPI SUKESI, M.S.",FP,FP,56025803300,2026-03,17,25,3,0,1,IMPORTED,
SCOPUS_56026504100,"Prof. Dr. HAMIDAH NAYATI UTAMI, S.Sos., M.Si.",FIA,FIA,56026504100,2026-03,37,336,11,4,13,IMPORTED,
SCOPUS_56033086400,"Dr. Ir. ERY SUHARTANTO, ST., MT., IPU., ASEAN Eng.",FT,FT,56033086400,2026-03,48,146,7,0,6,IMPORTED,
SCOPUS_56035896000,"Prof. DIAN HANDAYANI, S.KM., M.Kes., Ph.D.",FIKES,FIKES,56035896000,2026-03,68,192,8,1,3,IMPORTED,
SCOPUS_56048554700,"Prof. Dr. Ir. IMAM SANTOSO, MP.",FTP,FTP,56048554700,2026-03,74,513,12,0,11,IMPORTED,
SCOPUS_56070159600,"Prof. AHMAD ERANI YUSTIKA, SE., M.Sc., Ph.D.",FEB,FEB,56070159600,2026-03,6,66,4,0,1,IMPORTED,
SCOPUS_56070922200,"Dr. ENI SUMARMININGSIH, S.Si., M.M.",FMIPA,FMIPA,56070922200,2026-03,25,33,4,0,0,IMPORTED,
SCOPUS_56074789900,"ELLA SAPARIANTI, S.TP., M.P.",FTP,FTP,56074789900,2026-03,4,5,1,0,0,IMPORTED,
SCOPUS_56076330700,"Drs. BUDI KAMULYAN, M.Sc.",FMIPA,FMIPA,56076330700,2026-03,16,14,2,0,0,IMPORTED,
SCOPUS_56082191300,"Dr.Eng. Ar. NOVI SUNU SRI GIRIWATI, ST., M.Sc.",FT,FT,56082191300,2026-03,2,13,2,0,0,IMPORTED,
SCOPUS_56088369100,"Dr.Agr.Sc. DIMAS FIRMANDA AL RIZA, ST., M.Sc.",FTP,FTP,56088369100,2026-03,97,1208,21,0,18,IMPORTED,
SCOPUS_56089605100,"Prof. Dr. Ir. KUSWATI, M.S., IPM.",FAPET,FAPET,56089605100,2026-03,36,126,7,0,5,IMPORTED,
SCOPUS_56094548800,"Prof. Dr. Ir. LILIK EKA RADIATI, MS., IPU",FAPET,FAPET,56094548800,2026-03,68,211,8,3,10,IMPORTED,
SCOPUS_56103781100,"CLEOPUTRI AL YUSAINY, S.Psi., M.Psi., Ph.D.",FISIP,FISIP,56103781100,2026-03,16,950,6,0,11,IMPORTED,
SCOPUS_56103933800,"Prof. Dr. AULIA FUAD RAHMAN, S.E., M.Si., Ak.F",FEB,FEB,56103933800,2026-03,24,187,7,0,9,IMPORTED,
SCOPUS_56107429700,"Dr. drg. Nur Permatasari, M.S.",FKG,FKG,56107429700,2026-03,40,158,6,0,0,IMPORTED,
SCOPUS_56118113900,"dr. DEWI SANTOSANINGSIH, M.Kes., Ph.D., Sp.MK.",FK,FK,56118113900,2026-03,41,276,9,0,103,IMPORTED,
SCOPUS_56119182500,"Dr. Ir. SUHARTINI, M.P.",FP,FP,56119182500,2026-03,15,40,4,0,3,IMPORTED,
SCOPUS_56121019000,"OLIVIA ANGGRAENY, S.Gz., M.Biomed.",FIKES,FIKES,56121019000,2026-03,4,1,1,0,0,IMPORTED,
SCOPUS_56121348500,"Dr. Ns. HERI KRISTIANTO, S.Kep., M.Kep., Sp.Kep.M.B.",FIKES,FIKES,56121348500,2026-03,20,71,4,0,0,IMPORTED,
SCOPUS_56121900500,"Dr. ACHMAD ARWAN, S.Kom., M.Kom.",FILKOM,FILKOM,56121900500,2026-03,11,62,3,0,0,IMPORTED,
SCOPUS_56121958800,"BAYU PRIYAMBADHA, S.Kom., M.Kom., Ph.D.",FILKOM,FILKOM,56121958800,2026-03,19,74,4,0,0,IMPORTED,
SCOPUS_56125209400,"Prof. Dr. dr. NURDIANA, M.Kes.",FK,,56125209400,2025-12,30,211,9,0,5,IMPORTED,
SCOPUS_56125705100,"Prof. Dr.Eng. ABU BAKAR SAMBAH, S.Pi., MT.",FPIK,FPIK,56125705100,2026-03,60,406,11,0,7,IMPORTED,
SCOPUS_56152683500,"Prof. Ir. AJI SUTRISNO, M.Sc., Ph.D.",FTP,FTP,56152683500,2026-03,45,341,11,1,8,IMPORTED,
SCOPUS_56156139600,"dr. JONNY KARUNIA FAJAR, Sp.PD.",FK,FK,56156139600,2026-03,87,1558,26,0,18,IMPORTED,
SCOPUS_56156858600,"RINI YULIANINGSIH, STP., MT., Ph.D.",FTP,FTP,56156858600,2026-03,11,85,5,0,2,IMPORTED,
SCOPUS_56166205100,"Dr.agr. NUNUN BARUNAWATI, S.P., M.P.",FP,FP,56166205100,2026-03,10,88,4,0,0,IMPORTED,
SCOPUS_56175367400,"Prof. Dr. ZULIATI ROHMAH, S.Pd., M.Pd.",FIB,FIB,56175367400,2026-03,24,98,6,2,14,IMPORTED,
SCOPUS_56176863500,"Dr. VALENTINA YURINA, S.Si., M.Si., Apt.",FK,FK,56176863500,2026-03,25,198,5,1,5,IMPORTED,
SCOPUS_56176919500,"Prof. Dr. dr. YUYUN YUENIWATI PRABOWOWATI WADJIB, M.Kes., Sp.Rad(K).",FK,FK,56176919500,2026-03,75,229,9,1,6,IMPORTED,
SCOPUS_56184107200,"Dr. ESTI ZADUQISTI, S.Ag., M.Si.",FISIP,FISIP,56184107200,2026-03,14,207,9,0,2,IMPORTED,
SCOPUS_56185989000,"LELY RIAWATI, ST., MT.",FT,,56185989000,2025-12,0,9,1,0,2,IMPORTED,
SCOPUS_56188547500,"Prof. Dr. Ir. SUCIK MAYLINDA, MS.",FAPET,FAPET,56188547500,2026-03,11,41,3,0,0,IMPORTED,
SCOPUS_56190572200,"Dr. AFIFUDDIN LATIF ADIREDJO, S.P., M.Sc.",FP,FP,56190572200,2026-03,28,150,6,0,1,IMPORTED,
SCOPUS_56192351500,"Dr. Ir. MUHAMMAD ASWIN, MT.",FT,FT,56192351500,2026-03,24,276,10,0,7,IMPORTED,
SCOPUS_56194179700,"Dr. Dra. SRI WIDYARTI, M.Si.",FMIPA,FMIPA,56194179700,2026-03,72,297,10,0,10,IMPORTED,
SCOPUS_56205035700,"Ir. WIDHY HAYUHARDHIKA NUGRAHA PUTRA, S.Kom., M.Kom.",FILKOM,FILKOM,56205035700,2026-03,6,19,2,0,0,IMPORTED,
SCOPUS_56205172900,"Prof. Dr. Dra. NOERMIJATI, M.T.M.",FEB,FEB,56205172900,2026-03,58,370,11,3,15,IMPORTED,
SCOPUS_56206220400,"DAVID KALUGE, SE., MS., M.Ec.Dev., Ph.D.",FEB,FEB,56206220400,2026-03,13,48,4,1,0,IMPORTED,
SCOPUS_56222451600,"Dr. Eng. Ir. EVA ARIFI, ST., MT.",FT,FT,56222451600,2026-03,29,105,7,0,2,IMPORTED,
SCOPUS_56239034700,"SULASTRI ARSAD, S.Pi., M.Si.",FPIK,FPIK,56239034700,2026-03,68,621,13,0,11,IMPORTED,
SCOPUS_56258446700,"TEGUH DWI WIDODO, ST., M.Eng., Ph.D",FT,FT,56258446700,2026-03,50,257,8,2,9,IMPORTED,
SCOPUS_56271859000,"Prof. Dr. Ir. YULIA NURAINI, M.S.",FP,FP,56271859000,2026-03,27,222,9,1,4,IMPORTED,
SCOPUS_56286990100,"JENY ERNAWATI TAMBUNAN, S.Pi., M.Si.",FPIK,FPIK,56286990100,2026-03,9,32,4,0,0,IMPORTED,
SCOPUS_56287588400,"DIAN WIDYA NINGTYAS, STP., M.P., Ph.D.",FTP,FTP,56287588400,2026-03,19,511,11,0,3,IMPORTED,
SCOPUS_56287727100,"Prof. Dr. WIDYA DWI RUKMI PUTRI, S.TP., M.P.",FTP,FTP,56287727100,2026-03,35,189,8,0,2,IMPORTED,
SCOPUS_56288788400,"Prof. Dr. SITI ASMAUL MUSTANIROH, S.TP., M.P.",FTP,FTP,56288788400,2026-03,32,77,6,0,6,IMPORTED,
SCOPUS_56297299600,"AHMAD SYIHAB FAHMIL QOWIM RM, STP., M.Si.",FPIK,FPIK,56297299600,2026-03,1,4,1,0,0,IMPORTED,
SCOPUS_56303939000,"Dr.Eng. Ir. EVI NUR CAHYA, ST., MT.",FT,FT,56303939000,2026-03,20,75,6,0,0,IMPORTED,
SCOPUS_56333193100,"Dr. MOH. FARID RAHMAN, S.Si., M.Si.",FMIPA,FMIPA,56333193100,2026-03,26,126,7,0,2,IMPORTED,
SCOPUS_56341716700,"SRI HERWININGSIH, S.Si., M.App.Sc., Ph.D.",FMIPA,FMIPA,56341716700,2026-03,9,18,2,0,0,IMPORTED,
SCOPUS_56347751700,"Prof. Dr. Ir. NURUL ISNAINI, M.P.",FAPET,FAPET,56347751700,2026-03,53,210,8,1,5,IMPORTED,
SCOPUS_56357986200,"Dr. Ir. ACHMAD AS`AD SONIEF, M.T.",FT,,56357986200,2025-12,16,195,7,0,6,IMPORTED,
SCOPUS_56368450300,"Prof. Dr. TITIN ANDRI WIHASTUTI, S.Kp., M.Kes.",FIKES,FIKES,56368450300,2026-03,95,518,12,2,17,IMPORTED,
SCOPUS_56374014200,"Dr. ADJI ACHMAD RINALDO FERNANDES, S.Si., M.Sc.",FMIPA,FMIPA,56374014200,2026-03,120,1117,19,0,7,IMPORTED,
SCOPUS_56382900600,"RAHMA MICHO WIDYANTO, S.Si., M.P.",FIKES,FIKES,56382900600,2026-03,7,60,5,0,1,IMPORTED,
SCOPUS_56382918800,"BARLIAN HENRYRANU PRASETIO, S.T., M.T., Ph.D.",FILKOM,FILKOM,56382918800,2026-03,45,138,7,0,1,IMPORTED,
SCOPUS_56382989100,"WIJAYA KURNIAWAN, S.T., M.T.",FILKOM,FILKOM,56382989100,2026-03,26,76,4,0,0,IMPORTED,
SCOPUS_56387653400,"Dr. Ir. HARIMURTI, M.T.",FT,,56387653400,2025-12,13,27,3,0,0,IMPORTED,
SCOPUS_56398486100,"Dr.Eng. Ir. LILYA SUSANTI, ST., MT.",FT,FT,56398486100,2026-03,23,30,3,0,0,IMPORTED,
SCOPUS_56401015100,"Ir. ENDAH BUDI PURNOMOWATI, MT.",FT,FT,56401015100,2026-03,11,19,2,0,2,IMPORTED,
SCOPUS_56403311900,"RAMADHANI KURNIAWAN SUBROTO, ST., MT",FT,FT,56403311900,2026-03,39,437,11,0,9,IMPORTED,
SCOPUS_56403414400,"Prof. Dr. Ir. MOCH. SASMITO DJATI, M.S., IPU., ASEAN Eng.",FMIPA,FMIPA,56403414400,2026-03,66,340,11,0,7,IMPORTED,
SCOPUS_56406480600,"Prof. Dr. Ir. SOLIMUN, M.S.",FMIPA,FMIPA,56406480600,2026-03,145,911,14,0,12,IMPORTED,
SCOPUS_56406533000,"Prof. Dr. Dra. ANI BUDI ASTUTI, M.Si.",FMIPA,FMIPA,56406533000,2026-03,39,107,5,0,2,IMPORTED,
SCOPUS_56416256700,"Dr.techn. Ir. KHAIRUL ANAM, S.T., M.T., M.Sc.",FT,FT,56416256700,2026-03,31,176,7,3,10,IMPORTED,
SCOPUS_56419835800,"ADITYA RACHMADI, S.ST., M.TI.",FILKOM,FILKOM,56419835800,2026-03,6,28,3,0,1,IMPORTED,
SCOPUS_56419931100,"Dr. FAJAR PRADANA, S.ST., M.Eng.",FILKOM,FILKOM,56419931100,2026-03,17,61,4,0,0,IMPORTED,
SCOPUS_56426405200,"Dr. Dra. TUTIK SETIANINGSIH, M.Si.",FMIPA,FMIPA,56426405200,2026-03,17,35,3,0,0,IMPORTED,
SCOPUS_56428005900,"Drs. ABDUL ROUF ALGHOFARI, M.Sc., Ph.D.",FMIPA,FMIPA,56428005900,2026-03,24,67,4,0,1,IMPORTED,
SCOPUS_56441667600,"Prof. Ir. JENNY ERNAWATI, MSP., Ph.D., CIQnR., CIQaR.",FT,FT,56441667600,2026-03,14,81,4,0,2,IMPORTED,
SCOPUS_56449211400,"Ir. NANANG SULISTIYANTO, M.T., Ph.D.",FT,FT,56449211400,2026-03,7,19,3,0,0,IMPORTED,
SCOPUS_56454377800,"SUKAESI MARIANTI, S.Psi., M.Si., Ph.D.",FISIP,FISIP,56454377800,2026-03,4,197,3,0,2,IMPORTED,
SCOPUS_56461311600,"MAHARDEKA TRI ANANTA, S.Kom., M.Sc., M.T.",FILKOM,FILKOM,56461311600,2026-03,11,70,6,0,0,IMPORTED,
SCOPUS_56465853100,"Dr.Eng. Ir. MING NARTO WIJAYA, S.T., M.Sc., M.T., IPM., ASEAN Eng.",FT,FT,56465853100,2026-03,21,106,4,0,0,IMPORTED,
SCOPUS_56469580700,"Prof. Dr. KHUSNUL ASHAR, SE., M.A.",FEB,,56469580700,2025-12,3,49,2,0,0,IMPORTED,
SCOPUS_56469736100,"Prof.Ir. SUDJITO, Ph.D.",FT,FT,56469736100,2026-03,95,836,15,0,0,IMPORTED,
SCOPUS_56470659500,"Dr. ANISYAH ACHMAD, S.Si., Apt., Sp.FRS.",FK,FK,56470659500,2026-03,11,21,2,0,1,IMPORTED,
SCOPUS_56479109000,"drh. WIDI NUGROHO, Ph.D.",FKH,FKH,56479109000,2026-03,15,62,5,0,0,IMPORTED,
SCOPUS_56491126700,"YANA SHANTI MANIPUSPIKA, S.S., M.Appl.Ling.",FIB,FIB,56491126700,2026-03,1,0,0,0,0,IMPORTED,
SCOPUS_56495326300,"Ir. UNGGUL WIBAWA, M.Sc., IPU.",FT,FT,56495326300,2026-03,21,69,4,0,1,IMPORTED,
SCOPUS_56495402500,"EKA MAULANA, ST., M.Eng., MT.",FT,FT,56495402500,2026-03,39,341,11,0,3,IMPORTED,
SCOPUS_56510733800,"Drs. MUH. ARIF RAHMAN, M.Kom.",FILKOM,FILKOM,56510733800,2026-03,8,39,2,0,1,IMPORTED,
SCOPUS_56524436200,"Prof. Dr. Ir. SHOLEH HADI PRAMONO, MS.",FT,FT,56524436200,2026-03,46,322,10,0,2,IMPORTED,
SCOPUS_56524526800,"Prof. Dr. Ir. NUR HIDAYAT, MP.",FTP,FTP,56524526800,2026-03,28,279,9,0,2,IMPORTED,
SCOPUS_56524528400,"Ir. ADAM HENDRA BRATA, S.Kom., M.Sc.",FILKOM,FILKOM,56524528400,2026-03,16,85,6,0,0,IMPORTED,
SCOPUS_56524650900,"Ir. KOMANG CANDRA BRATA, S,Kom., M.T., M.Sc.",FILKOM,FILKOM,56524650900,2026-03,40,233,8,3,9,IMPORTED,
SCOPUS_56526595400,"ADI SETIAWAN, S.P., M.P., Ph.D.",FP,FP,56526595400,2026-03,18,67,5,0,2,IMPORTED,
SCOPUS_56527182400,"Prof. Dr. Ir. SETYONO YUDO TYASMORO, M.S.",FP,FP,56527182400,2026-03,21,34,4,0,2,IMPORTED,
SCOPUS_56527312600,"Prof. Dr. Ir. RETNO DYAH PUSPITARINI, M.S.",FP,FP,56527312600,2026-03,21,122,6,0,2,IMPORTED,
SCOPUS_56537124500,"Dr.Sc. LUKMAN HAKIM, S.Si., M.Sc.",FMIPA,FMIPA,56537124500,2026-03,41,587,14,0,4,IMPORTED,
SCOPUS_56549015100,"Dr. ARIE SRIHARDYASTUTIE, S.Si., M.Kes.",FMIPA,FMIPA,56549015100,2026-03,38,192,8,0,3,IMPORTED,
SCOPUS_56559786200,"MUHAMMAD FAKHRI, S.Pi., M.P., Ph.D.",FPIK,FPIK,56559786200,2026-03,21,116,7,1,5,IMPORTED,
SCOPUS_56560101900,"RODIYATI AZRIANINGSIH, S.Si., M.Sc., Ph.D.",FMIPA,FMIPA,56560101900,2026-03,48,153,7,0,2,IMPORTED,
SCOPUS_56560245000,"Prof. Dr. Dra. WAHYU WIDORETNO, M.Si.",FMIPA,FMIPA,56560245000,2026-03,22,108,5,0,1,IMPORTED,
SCOPUS_56584193700,"WIDHI YAHYA, S.Kom., M.Sc., M.T., Ph.D.",FILKOM,FILKOM,56584193700,2026-03,22,325,9,0,7,IMPORTED,
SCOPUS_56595142200,"ARYO PINANDITO, ST., M.MT., Ph.D.",FILKOM,FILKOM,56595142200,2026-03,53,325,10,0,3,IMPORTED,
SCOPUS_56595237200,"Ir. INDRIATI, S.T., M.Kom.",FILKOM,FILKOM,56595237200,2026-03,8,48,3,0,0,IMPORTED,
SCOPUS_56596829100,"Dr. HASLINDA KUSUMANINGSIH, S.T., M.Eng.",FT,FT,56596829100,2026-03,9,40,3,0,0,IMPORTED,
SCOPUS_56597011200,"dr. ASRI MAHARANI, M.M.R.S., Ph.D.",FK,FK,56597011200,2026-03,109,2066,22,3,54,IMPORTED,
SCOPUS_56600489200,"WAHYUNANTO AGUNG NUGROHO, STP., M.Eng., Ph.D.",FTP,FTP,56600489200,2026-03,26,139,6,0,3,IMPORTED,
SCOPUS_56600755700,"Ir. LUTFI FANANI, S.Kom., M.Sc., M.T.",FILKOM,FILKOM,56600755700,2026-03,11,70,5,0,1,IMPORTED,
SCOPUS_56601387800,"Drs. ARIS SOEWONDO, M.Si.",FMIPA,FMIPA,56601387800,2026-03,31,73,4,0,2,IMPORTED,
SCOPUS_56601452200,"REGINA PUTRI VIRGIRINIA, S.Si., M.Sc., DSc.",FKG,FKG,56601452200,2026-03,7,34,3,0,0,IMPORTED,
SCOPUS_56604128200,"drh. WAWID PURWATININGSIH, M.Vet.",FKH,FKH,56604128200,2026-03,10,2,1,2,0,IMPORTED,
SCOPUS_56604223600,"Prof. Dr. drh. AULANNI`AM, DES.",FMIPA,FMIPA,56604223600,2026-03,163,841,15,0,7,IMPORTED,
SCOPUS_56605006300,"Dr. BUDI WALUYO, S.P., M.P.",FP,FP,56605006300,2026-03,52,199,7,3,3,IMPORTED,
SCOPUS_56609326700,"Dr. CHRISTIN SUSILOWATI, S.E., M.Si.",FEB,FEB,56609326700,2026-03,8,132,4,0,1,IMPORTED,
SCOPUS_56639963100,"Prof. Dr. dr. WISNU BARLIANTO, M.Si.Med., Sp.A(K).",FK,FK,56639963100,2026-03,41,170,7,0,5,IMPORTED,
SCOPUS_56646453200,"Dr. SA`ADATUL FITRI, S.Si., M.Sc.",FMIPA,FMIPA,56646453200,2026-03,21,28,3,0,1,IMPORTED,
SCOPUS_56664484400,"NUR ISTIANAH, S.T., M.Eng., M.T., Ph.D.",FTP,FTP,56664484400,2026-03,11,38,4,0,1,IMPORTED,
SCOPUS_56688583600,"Dr.Eng. Ir. CHRISTINA WAHYU KARTIKOWATI, ST., MT.",FT,FT,56688583600,2026-03,34,967,11,0,9,IMPORTED,
SCOPUS_56694086000,"SABRIANSYAH RIZQIKA AKBAR, S.T., M.Eng., Ph.D.",FILKOM,FILKOM,56694086000,2026-03,28,101,6,0,0,IMPORTED,
SCOPUS_56698407700,"DINIA RIZQI DWIJAYANTI, S.Si., M.Si., D.Sc.",FMIPA,FMIPA,56698407700,2026-03,33,145,6,0,2,IMPORTED,
SCOPUS_56712000900,"Prof. Dr. HERLY EVANUARINI, S.Pt., M.P.",FAPET,FAPET,56712000900,2026-03,39,141,7,2,3,IMPORTED,
SCOPUS_56719707000,"Prof. Dr. Ir. AMINUDIN AFANDHI, M.S.",FP,FP,56719707000,2026-03,31,164,8,0,3,IMPORTED,
SCOPUS_56720328000,"Prof. Dr. Ir. HARTATI KARTIKANINGSIH, M.Si.",FPIK,FPIK,56720328000,2026-03,32,120,6,0,0,IMPORTED,
SCOPUS_56771351800,"Dr. AGUNG PRAMANA WARIH MARHENDRA, M.Si.",FMIPA,FMIPA,56771351800,2026-03,25,81,5,0,1,IMPORTED,
SCOPUS_56771443000,"NUR SHOFIANAH, S.Si., M.Si., Ph.D.",FMIPA,FMIPA,56771443000,2026-03,15,16,2,0,0,IMPORTED,
SCOPUS_56771491400,"Dr. ULFA ANDAYANI, S.Si., M.Si.",FMIPA,FMIPA,56771491400,2026-03,14,31,3,0,1,IMPORTED,
SCOPUS_56771507700,"Dr. Dra. DIAH MARDIANA, M.S.",FMIPA,FMIPA,56771507700,2026-03,12,35,4,0,1,IMPORTED,
SCOPUS_56800561200,"Dr. Ir. MOCH. RUSLI, Dipl.Ing.",FT,FT,56800561200,2026-03,23,47,4,0,3,IMPORTED,
SCOPUS_56801107600,"Dr. dr. NUR SAMSU, Sp.PD., KGH.",FK,FK,56801107600,2026-03,26,946,7,0,42,IMPORTED,
SCOPUS_56806847200,"Dr. ATING YUNIARTI, S.Pi., M.Aqua.",FPIK,FPIK,56806847200,2026-03,39,157,7,0,3,IMPORTED,
SCOPUS_56809479100,"Dra. NUNUNG HARIJATI, MS., Ph.D.",FMIPA,FMIPA,56809479100,2026-03,19,146,7,0,2,IMPORTED,
SCOPUS_56826139600,"DAHNIAL SYAUQY, S.T., M.T.",FILKOM,FILKOM,56826139600,2026-03,29,107,4,0,0,IMPORTED,
SCOPUS_56829453100,"Dr.Eng. AKHMAD ADI SULIANTO, STP., M.T., M.Eng.",FTP,FTP,56829453100,2026-03,14,110,7,0,3,IMPORTED,
SCOPUS_56845137500,"Dr. NASRULLAH BAI ARIFIN, S.Pi., M.Sc.",FPIK,FPIK,56845137500,2026-03,22,105,6,1,3,IMPORTED,
SCOPUS_56850281000,"RATIH KARTIKA DEWI, S.T., M.Kom.",FILKOM,FILKOM,56850281000,2026-03,12,157,6,0,1,IMPORTED,
SCOPUS_56879143000,"NUR HASANAH, S.Psi., M.Si.",FISIP,FISIP,56879143000,2026-03,121,542,11,1,2,IMPORTED,
SCOPUS_56880394100,"GOEGOES DWI NUSANTORO, ST., MT.",FT,FT,56880394100,2026-03,4,10,2,0,0,IMPORTED,
SCOPUS_56902530200,"Ns. MIFETIKA LUKITASARI, S.Kep., M.Sc.",FIKES,FIKES,56902530200,2026-03,34,206,7,1,5,IMPORTED,
SCOPUS_56916105200,"drh. NURINA TITISARI, M.Sc.",FKH,FKH,56916105200,2026-03,27,54,5,1,5,IMPORTED,
SCOPUS_56922223500,"Dr. Drs. HERU HARSONO, M.Si.",FMIPA,,56922223500,2025-12,7,14,3,0,1,IMPORTED,
SCOPUS_56938239800,"ANGGER ABDUL RAZAK, ST., M.Eng., MT., Ph.D.",FT,FT,56938239800,2026-03,8,15,2,0,0,IMPORTED,
SCOPUS_56938764200,"ARIE FEBRIANTO MULYADI, STP., MP.",FTP,FTP,56938764200,2026-03,7,30,3,0,0,IMPORTED,
SCOPUS_56938808800,"Prof. Dr. Ir. NUHFIL HANANI AR., M.S.",FP,FP,56938808800,2026-03,38,150,6,2,2,IMPORTED,
SCOPUS_56940569800,"Prof. Dr. drg. M. Chair Effendi, SU., Sp.KGA",FKG,FKG,56940569800,2026-03,18,42,4,0,0,IMPORTED,
SCOPUS_56940570900,"Dr. drg. RANNY RACHMAWATI, Sp.Perio.",FKG,FKG,56940570900,2026-03,5,7,1,0,0,IMPORTED,
SCOPUS_56940962000,"drg. FIDYA, M.Si., Ph.D.",FKG,FKG,56940962000,2026-03,10,63,5,0,0,IMPORTED,
SCOPUS_56946726100,"Ir. MOCH. DHOFIR, MT.",FT,,56946726100,2025-12,13,41,4,0,1,IMPORTED,
SCOPUS_56955593600,"Prof. Dr. Dra. NUR KHUSNIYAH INDRAWATI, M.Si.",FEB,FEB,56955593600,2026-03,39,130,7,1,9,IMPORTED,
SCOPUS_56958488100,"LUTHFATUL AMALIANA, S.Si., M.Si.",FMIPA,FMIPA,56958488100,2026-03,18,65,4,0,0,IMPORTED,
SCOPUS_56960297600,"HENDRIX YULIS SETYAWAN, S.T.P., M.Si., Ph.D.",FTP,FTP,56960297600,2026-03,44,370,8,0,12,IMPORTED,
SCOPUS_56960614200,"Prof. TRI WULIDA AFRIANTY, S.Sos., M.Si., MHRM., Ph.D.",FIA,FIA,56960614200,2026-03,18,201,8,0,0,IMPORTED,
SCOPUS_56964373800,"WARU DJURIATNO, ST., MT.",FT,FT,56964373800,2026-03,18,60,4,0,0,IMPORTED,
SCOPUS_56964438400,"Dr. Ir. ERNI YUDANINGTYAS, MT.",FT,FT,56964438400,2026-03,21,93,6,1,1,IMPORTED,
